Hinglish,hindi
kahaniyaan,कहानियाँ
kahaaniyan,कहानियाँ
rasili,रसीली
raseeli,रसीली
javaaniyaan,जवानियाँ
jawaaniyaan,जवानियाँ
jawaniya,जवानियाँ
jawaniyan,जवानियाँ
chadhaane,चढ़ाने
chadaane,चढ़ाने
kamaan,कमाँ
ubhara,उभरा
jaagaa,जागा
nishaniyan,निशानियाँ
nishaniyaan,निशानियाँ
nishaaniyan,निशानियाँ
josh,जोश
badhati,बढ़ती
badhti,बढ़ती
badti,बढ़ती
chhupaayuun,छुपाऊँ
chupaon,छुपाऊँ
chhupaauun,छुपाऊँ
chhupaaun,छुपाऊँ
bigade,बिगड़े
bigde,बिगड़े
bachaake,बचाके
kehani,कहनी
kehni,कहनी
hulle,हुल्ले
hulla,हुल्ला
vyopaar,व्योपार
takaraar,टकरार
harey,हारे
haaren,हारे
harree,हारे
hare,हारे
titali,तितली
titalee,तितली
titli,तितली
titalii,तितली
thithli,तितली
badhakar,बढ़कर
badhkar,बढ़कर
dosh,दोष
utho,उठो
uttho,उठो
hor,होर
te,ते
vicho,विचो
paapii,पापी
paapee,पापी
neki,नेकी
nekii,नेकी
samajho,समझो
samjho,समझो
jholiyaan,झोलियाँ
manaa,मना
holiyaan,होलियाँ
chhavi,चाई
gir,गिर
ghir,गिर
nambari,नम्बरी
das,दस
dasa,दस
dus,दस
chadha,चढ़ा
chadhaa,चढ़ा
pahachaanoon,पहचानूँ
pahachaanuun,पहचानूँ
pehchaanu,पहचानूँ
bachoge,बचोगे
zulm,ज़ुल्म
gin,गिन
badon,बड़ों
bado,बड़ों
harii,हरी
haree,हरी
kahat,कहत
kabeer,कबीर
kabir,कबीर
saadho,साधो
dikhaaya,दिखाया
dikhaya,दिखाया
dikhaayaa,दिखाया
dhikaya,दिखाया
bhaari,भारी
bari,भारी
bhaarii,भारी
baari,भारी
jeben,जेबें
nambar,नम्बर
niraala,निराला
niraalaa,निराला
nirala,निराला
taala,ताला
tala,ताला
pari,परी
paree,परी
parii,परी
chamatkaar,चमत्कार
chamatkar,चमत्कार
kalakatta,कलकत्ता
kalakattaa,कलकत्ता
jhaansa,झाँसा
pulis,पुलिस
ulte,उल्टे
dikhalaaoon,दिखलाऊँ
dikhlaau,दिखलाऊँ
paanchava,पाँचवा
dukhiyon,दुखियों
gaddaaron,गद्दारों
gaddaro,गद्दारों
baati,बाती
baatii,बाती
bati,बाती
baatee,बाती
changa,चंगा
langadi,लंगड़ी
kataari,कटारी
katari,कटारी
kalaa,कला
kaatir,ख़ातिर
insaaf,इन्साँ
navaan,नवाँ
jitani,जितनी
jitni,जितनी
jitanii,जितनी
khushbuon,खुश्बुओं
khushbuyon,खुश्बुओं
khushboon,खुश्बुओं
gulmohar,गुलमोहर
gulamohar,गुलमोहर
titliyon,तितलियों
banti,बनती
banati,बनती
banatii,बनती
kokilaa,कोकिला
manchali,मनचली
manachali,मनचली
manachalii,मनचली
ve,वे
vee,वे
maahiyaa,माहिया
maahiya,माहिया
mahiya,माहिया
mahiyaa,माहिया
shokhiyaan,शोखियां
shokhiyan,शोखियां
faag,फ़ाग
meer,मीर
mira,मीर
mir,मीर
hindustaani,हिन्दुस्तानी
hindustani,हिन्दुस्तानी
hindustaanii,हिन्दुस्तानी
toofaani,तूफ़ानी
toofani,तूफ़ानी
tuufaani,तूफ़ानी
tufaani,तूफ़ानी
tufaanee,तूफ़ानी
kaabu,काबू
kaboo,काबू
kaabo,काबू
qaabu,काबू
kaaboo,काबू
kabo,काबू
kaabuu,काबू
chingari,चिंगारी
chingaari,चिंगारी
chingaarii,चिंगारी
bujhaae,बुझाए
jhonkaa,झोंका
jhonka,झोंका
jhoka,झोंका
jhooka,झोंका
jhoonka,झोंका
jhokha,झोंका
kisne,किसने
kisane,किसने
rokaa,रोका
roka,रोका
rokha,रोका
tokaa,टोका
toka,टोका
kiranon,किरणों
kirno,किरणों
kirnon,किरणों
hirano,हिरणों
hiranon,हिरणों
vande,वन्दे
maataram,मातरम
mataram,मातरम
hataa,हटा
hata,हटा
ladaa,लड़ा
lada,लड़ा
jalaakar,जलाकर
chingaariyon,चिंगारियों
mardon,मर्दों
mardaangii,मर्दानगी
kas,कस
hind,हिंद
badgumaan,बदगुमां
duuri,दूरी
doori,दूरी
duri,दूरी
duurii,दूरी
milaataa,मिलाता
milaata,मिलाता
fanaa,फ़ना
fana,फ़ना
tarsi,तरसी
tarasee,तरसी
tarasii,तरसी
tarasi,तरसी
adhar,अधर
tarsaa,तरसा
tarsa,तरसा
tarasa,तरसा
tarasaa,तरसा
taras,तरस
tars,तरस
jisase,जिससे
hasaa,हँसा
hansa,हँसा
hasa,हँसा
hansaa,हँसा
rulaa,रुला
rula,रुला
khilaa,खिला
kila,खिला
faasalon,फ़ासलों
faasalo,फ़ासलों
faaslon,फ़ासलों
duuriyon,दूरियों
dooriyon,दूरियों
duriyon,दूरियों
doorion,दूरियों
buri,बुरी
buree,बुरी
burri,बुरी
burii,बुरी
humpe,हमपे
hamape,हमपे
hampe,हमपे
jul,जुल
jhul,जुल
sharaare,शरारे
dhaare,धारे
katate,कटते
nibhaate,निभाते
hatate,हटते
jhuken,झुकें
jhukein,झुकें
miten,मिटें
baandhee,बांधे
udaane,उड़ाने
tarao,तारो
nihaaro,निहारो
sharmaaya,शर्माया
sharmaayaa,शर्माया
ghabaraaya,घबराया
ghabaraayaa,घबराया
ghabaraya,घबराया
jhuk,झुक
juk,झुक
dikhalaake,दिखलाके
dikhlaake,दिखलाके
chhupaake,छुपाके
chhupaaike,छुपाके
churaake,चुराके
churake,चुराके
sajaaya,सजाया
sajaayaa,सजाया
sajayaaa,सजाया
sajaya,सजाया
banaake,बनाके
rut,रुत
rutt,रुत
ruut,रुत
rrut,रुत
ruta,रुत
kitanon,कितनों
kitno,कितनों
toraa,तोरा
kangana,कंगना
kangna,कंगना
kanganaa,कंगना
ari,अरी
arii,अरी
aangna,अंगना
chainya,चैंया
batiyaan,बतियाँ
batiyaa,बतियाँ
batiyan,बतियाँ
bateyaan,बतियाँ
banaay,बनाय
bhole,भोले
badalne,भोले
bhaale,भाले
bhale,भाले
gaaya,गाया
gaayaa,गाया
udaay,उड़ाय
jhuume,झूमे
jhoome,झूमे
jhume,झूमे
jhumaka,झुमका
jhumka,झुमका
jhumkaa,झुमका
jhumakaa,झुमका
bainya,बैंया
bainyaa,बैंया
baiya,बैंया
baiyaa,बैंया
baaiya,बैंया
bainyya,बैंया
marod,मरोड़
gher,घेर
giraay,गिराय
chailava,चैलवा
samaay,समाय
samaaya,समाय
samaaye,समाय
unaki,उनकि
rahuungi,रहूँगी
rahoongi,रहूँगी
rahungi,रहूँगी
rahuungii,रहूँगी
rahoongee,रहूँगी
rahhungi,रहूँगी
rahungee,रहूँगी
aajama,आजमा
aajamaa,आजमा
jaluun,जलूँ
jaloon,जलूँ
insaaniyat,इंसानियत
hamesha,हमेशा
hameshaa,हमेशा
humeshaa,हमेशा
humesha,हमेशा
chaluun,चलूँ
chalun,चलूँ
chaloon,चलूँ
chaloo,चलूँ
chalega,चलेगा
chalegaa,चलेगा
mitega,मिटेगा
zaar,ज़ार
zar,ज़ार
me,मे
mee,मे
kayaal,ख़याल
khyaal,ख़याल
kayal,ख़याल
kahuungi,कहूँगी
kahoongi,कहूँगी
kahungi,कहूँगी
kahuungii,कहूँगी
mubtila,मुब्तिला
phiruun,फिरूँ
phirun,फिरूँ
pairon,फिरूँ
singaar,सिंगार
singar,सिंगार
singhaar,सिंगार
shingaar,सिंगार
khilega,खिलेगा
khilegaa,खिलेगा
hansata,हँसता
hasataa,हँसता
hansataa,हँसता
hansta,हँसता
haasta,हँसता
hasata,हँसता
hasta,हँसता
gulasitaan,गुलसिताँ
gulsitan,गुलसिताँ
gulsita,गुलसिताँ
nishaan,निशाँ
nishan,निशाँ
nishaa,निशाँ
ulajhan,उलझन
ulazan,उलझन
uljhan,उलझन
uljan,उलझन
laapata,लापता
lapata,लापता
khone,खोने
sata,सता
sataa,सता
ruum,रूम
baras,बरस
rulaao,रुलाओ
barasein,बरसें
barasen,बरसें
kale,काले
bhaadon,भादों
bhaado,भादों
jhuule,झूले
jhule,झूले
jhoole,झूले
jule,झूले
gaao,गाओ
gaawo,गाओ
kuuke,कूके
kuke,कूके
huuk,हूक
hook,हूक
huk,हूक
hok,हूक
khumar,ख़ुमार
kumaar,ख़ुमार
paighaam,पैग़ाम
muunh,मुँह
chhupaane,छुपाने
dega,देगा
degaa,देगा
new,नेव
sohana,सोहना
sohna,सोहना
samajhaana,समझाना
samajaana,समझाना
samjhaana,समझाना
samjhana,समझाना
samajhaanaa,समझाना
samajhana,समझाना
samjaana,समझाना
muraliya,मुरलिया
muraliyaa,मुरलिया
mohan,मोहन
mohana,मोहन
taak,ताक
chakori,चकोरी
chakorii,चकोरी
saaje,साजे
laharaaye,लहराये
lehrayee,लहराये
lehraye,लहराये
lehraaye,लहराये
leheraaye,लहराये
san,सन
machaaye,मचाये
biraaje,बिराजे
musakaai,मुसकाई
muskaayi,मुसकाई
muskaai,मुसकाई
musakaaii,मुसकाई
bahaaye,बहाये
niradhan,निरधन
nirdhan,निरधन
rone,रोने
roone,रोने
musakaan,मुसकान
muskaan,मुसकान
dhoye,धोये
pagali,पगली
pagalii,पगली
pagalee,पगली
pagli,पगली
itaraate,इतराते
murajhaate,मुरझाते
murjhaate,मुरझाते
gaafil,गाफ़िल
shaamil,शामिल
shamil,शामिल
bahalaayuun,बहलाऊँ
bahlaaoon,बहलाऊँ
bahalaaoon,बहलाऊँ
sher,शेर
aapasa,आपसा
mehbooba,महबूबा
mahboobaa,महबूबा
mahabuubaa,महबूबा
mahabooba,महबूबा
mahabuuba,महबूबा
mehbuba,महबूबा
